,N,Query,Annotation_date,Number,Individual_code,Individual,Birth_year,File_name,Original_link,Hyperlink,Context,Item,Realization_raw,Realization_type,Binary_response,Stressed,Gram_type,Case,pos
3108,3231,words_in_aja,1701,232911,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-241448-245272.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-241448-245272.wav,"ту = около вот #Исаевская# - то деревня, в ту деревню ходила,",Исаевская,aja,VjV,nondialectal,N,nonpronominal,nom,243360.0
3109,3232,words_in_aja,1701,233443,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-434474-439522.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-434474-439522.wav,"ну се = или сейчас как она, #паспортная# визовая служба теперь зовётся, сейчас по - другому.",паспортная,aja,VjV,nondialectal,N,nonpronominal,nom,436998.0
3110,3233,words_in_aja,1701,233444,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-434474-439522.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-434474-439522.wav,"ну се = или сейчас как она, паспортная #визовая# служба теперь зовётся, сейчас по - другому.",визовая,aja,VjV,nondialectal,N,nonpronominal,nom,436998.0
3111,3234,words_in_aja,1701,234256,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-766771-769080.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-766771-769080.wav,"Да, #послевоенная# , я и говорила, да.",послевоенная,aja,VjV,nondialectal,N,nonpronominal,nom,767925.5
3112,3235,words_in_aja,1701,235015,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1092055-1097613.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1092055-1097613.wav,"Да, там - то хоть немножко #какая# - то была, и... копеечку какую - то давали, и...",какая,aa,VV,dialectal,Y,pronominal,nom,1094834.0
3113,3236,words_in_aja,1701,235064,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1111003-1114301.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1111003-1114301.wav,Машинно - #тракторная# станция она расшифровывалась.,тракторная,aja,VjV,nondialectal,N,nonpronominal,nom,1112652.0
3114,3237,words_in_aja,1701,235109,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1136338-1140363.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1136338-1140363.wav,"Вот ко =, этот, агрофирма теперь у нас, "" #Устьянская# "", называется.",Устьянская,a,V,dialectal,N,nonpronominal,nom,1138350.5
3115,3238,words_in_aja,1701,235116,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1141350-1145401.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1141350-1145401.wav,"Агрофирма "" #Устьянская# "", да. Она расположена, вот, от Бестужево...",Устьянская,aja,VjV,nondialectal,N,nonpronominal,nom,1143375.5
3116,3239,words_in_aja,1701,235218,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1174510-1176561.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1174510-1176561.wav,"Вот зовётся агрофирма "" #Устьянская# "". ",Устьянская,aja,VjV,nondialectal,N,nonpronominal,nom,1175535.5
3117,3240,words_in_aja,1701,235458,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1277700-1280355.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1277700-1280355.wav,"Вот, #такая# технология теперь сделана. ",такая,aja,VjV,nondialectal,Y,pronominal,nom,1279027.5
3118,3241,words_in_aja,1701,235817,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1426092-1433538.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1426092-1433538.wav,"Ну он, конечно, перестроен, сейчас там #новая# пристройка - то, но вон, всё равно старая - то вторая - то половина осталась.",новая,aja,VjV,nondialectal,N,nonpronominal,nom,1429815.0
3119,3242,words_in_aja,1701,235827,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1426092-1433538.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1426092-1433538.wav,"Ну он, конечно, перестроен, сейчас там новая пристройка - то, но вон, всё равно #старая# - то вторая - то половина осталась.",старая,aja,VjV,nondialectal,N,nonpronominal,nom,1429815.0
3120,3243,words_in_aja,1701,235830,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1426092-1433538.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1426092-1433538.wav,"Ну он, конечно, перестроен, сейчас там новая пристройка - то, но вон, всё равно старая - то #вторая# - то половина осталась.",вторая,aa,VV,dialectal,Y,nonpronominal,nom,1429815.0
3121,3244,words_in_aja,1701,236069,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1519671-1521143.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1519671-1521143.wav, #Отдельная# схема.,Отдельная,aja,VjV,nondialectal,N,nonpronominal,nom,1520407.0
3122,3245,words_in_aja,1701,236454,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1703885-1708040.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1703885-1708040.wav," #Молодая# , девушки, дак это сейчас, наверно, все студенты дома.",Молодая,aja,VjV,nondialectal,Y,nonpronominal,nom,1705962.5
3123,3246,words_in_aja,1701,236590,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1761118-1767324.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1761118-1767324.wav,"Всё, раньше ведь была, совхозы были дак, фермы были, всё, трактора, и всё надо было, и #рабочая# сила, а сейчас...",рабочая,aja,VjV,nondialectal,N,nonpronominal,nom,1764221.0
3124,3247,words_in_aja,1701,236601,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1767688-1769493.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1767688-1769493.wav,А сейчас ещё #такая# техника!,такая,aja,VjV,nondialectal,Y,pronominal,nom,1768590.5
3125,3248,words_in_aja,1701,236659,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1788617-1790915.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1788617-1790915.wav,Сейчас техника да #такая# стала!,такая,aja,VjV,nondialectal,Y,pronominal,nom,1789766.0
3126,3249,words_in_aja,1701,237030,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1910043-1913146.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1910043-1913146.wav, #Лесоперерабатывающая# компания это Устьянская.,Лесоперерабатывающая,aja,VjV,nondialectal,N,nonpronominal,nom,1911594.5
3127,3250,words_in_aja,1701,237033,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1910043-1913146.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-1910043-1913146.wav,Лесоперерабатывающая компания это #Устьянская# .,Устьянская,aja,VjV,nondialectal,N,nonpronominal,nom,1911594.5
3128,3251,words_in_aja,1701,237726,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-2206169-2208168.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-2206169-2208168.wav,А это #разъездная# машина специальная.,разъездная,aja,VjV,nondialectal,Y,nonpronominal,nom,2207168.5
3129,3252,words_in_aja,1701,237728,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-2206169-2208168.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-2206169-2208168.wav,А это разъездная машина #специальная# . ,специальная,aja,VjV,nondialectal,N,nonpronominal,nom,2207168.5
3130,3253,words_in_aja,1701,237992,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-2296610-2305881.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-2296610-2305881.wav,"Река... В = всё в это, в пятидесятые - то годы, она же, ну весной, когда вот идёт половодье, она же была #судоходная# у нас.",судоходная,aja,VjV,nondialectal,N,nonpronominal,nom,2301245.5
3131,3254,words_in_aja,1701,237998,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-2307128-2314944.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-2307128-2314944.wav," #Судоходная# была. Вот все продукты, допустим, на лето: мука, сахар и там прочее, прочее - всё сюда, эти, пароходами поднимали.",Судоходная,aja,VjV,nondialectal,N,nonpronominal,nom,2311036.0
3132,3255,words_in_aja,1701,238861,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-2621853-2623541.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-2621853-2623541.wav,Потому что она очень #маленькая# .,маленькая,aja,VjV,nondialectal,N,nonpronominal,nom,2622697.0
3133,3256,words_in_aja,1701,239556,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-2993443-2999821.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-2993443-2999821.wav,"Да раньше да, вы чт = #большая# ведь деревня - то была, вот на по всей, по всей длине вот. Это теперь - то...",большая,aja,VjV,nondialectal,Y,nonpronominal,nom,2996632.0
3134,3257,words_in_aja,1701,239585,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3006046-3008297.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3006046-3008297.wav,Ну здесь дорога - то #центральная# была.,центральная,aja,VjV,nondialectal,N,nonpronominal,nom,3007171.5
3135,3258,words_in_aja,1701,239729,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3054996-3060508.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3054996-3060508.wav,"Вот у нас по =, это, #Карповская# зовётся деревня, по...",Карповская,aja,VjV,nondialectal,N,nonpronominal,nom,3057752.0
3136,3259,words_in_aja,1701,239752,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3066367-3070551.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3066367-3070551.wav,А там ведь тоже: пу = #Исаевская# - она Пушкина.,Исаевская,aja,VjV,nondialectal,N,nonpronominal,nom,3068459.0
3137,3260,words_in_aja,1701,239759,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3071273-3075573.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3071273-3075573.wav,Михалёвск = #Михалёвская# деревня - она Ильдина была раньше.,Михалёвская,aja,VjV,nondialectal,N,nonpronominal,nom,3073423.0
3138,3261,words_in_aja,1701,239797,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3088114-3092501.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3088114-3092501.wav," #Пирятинская# , Пи = Пирятинская - Корекина. Вот.",Пирятинская,a,V,dialectal,N,nonpronominal,nom,3090307.5
3139,3262,words_in_aja,1701,239801,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3088114-3092501.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3088114-3092501.wav,"Пирятинская, Пи = #Пирятинская# - Корекина. Вот.",Пирятинская,aja,VjV,nondialectal,N,nonpronominal,nom,3090307.5
3140,3263,words_in_aja,1701,239856,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3112492-3117051.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3112492-3117051.wav,"Нет, вот у меня дом номер два, там дом номер один, деревня #Карповская# .",Карповская,aja,VjV,nondialectal,N,nonpronominal,nom,3114771.5
3141,3264,words_in_aja,1701,240243,гвп1949,гвп,1949.0,20150710c-gvp-1,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3283172-3287097.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150710c-gvp-1-3283172-3287097.wav,Отца. Мать при = при = #приведённая# сюда.,приведённая,aja,VjV,nondialectal,N,nonpronominal,nom,3285134.5
3142,3265,words_in_aja,1701,241381,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-435746-437110.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-435746-437110.wav,"Ну, #срочная# служба.",срочная,aja,VjV,nondialectal,N,nonpronominal,nom,436428.0
3143,3266,words_in_aja,1701,241464,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-481863-485436.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-481863-485436.wav,"Три года я служил в армии, #Воронежская# область.",Воронежская,aja,VjV,nondialectal,N,nonpronominal,nom,483649.5
3144,3267,words_in_aja,1701,241886,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-690327-693031.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-690327-693031.wav,"Это #новая# , а там еще одна была.",новая,aja,VjV,nondialectal,N,nonpronominal,nom,691679.0
3145,3268,words_in_aja,1701,241980,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-728783-732703.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-728783-732703.wav,"Там конд =. Это, была... #мастерская# . ",мастерская,aja,VjV,nondialectal,Y,nonpronominal,nom,730743.0
3146,3269,words_in_aja,1701,242363,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-984036-987808.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-984036-987808.wav,"В Плосском, в Плосском, #плоссковская# школа.",плоссковская,aja,VjV,nondialectal,N,nonpronominal,nom,985922.0
3147,3270,words_in_aja,1701,242481,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1062595-1065008.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1062595-1065008.wav,Это форма со = #школьная# .,школьная,aja,VjV,nondialectal,N,nonpronominal,nom,1063801.5
3148,3271,words_in_aja,1701,242547,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1120613-1123446.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1120613-1123446.wav,"Дак у меня #такая# коса есть, я такой и кошу.",такая,aja,VjV,nondialectal,Y,pronominal,nom,1122029.5
3149,3272,words_in_aja,1701,242687,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1195330-1203380.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1195330-1203380.wav,"Это мои родственники: вот, вот это мать моя, это брат двоюродный, это #евонная# родственница, а эти все...",евонная,aa,VV,dialectal,N,pronominal,nom,1199355.0
3150,3273,words_in_aja,1701,242727,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1228910-1234240.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1228910-1234240.wav,"Связь, связь, #телефонная# связь, телефонная связь.",телефонная,aja,VjV,nondialectal,N,nonpronominal,nom,1231575.0
3151,3274,words_in_aja,1701,242730,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1228910-1234240.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1228910-1234240.wav,"Связь, связь, телефонная связь, #телефонная# связь.",телефонная,aja,VjV,nondialectal,N,nonpronominal,nom,1231575.0
3152,3276,words_in_aja,1701,242881,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1317261-1319421.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1317261-1319421.wav, #Старая# фотография.,Старая,a,V,dialectal,Y,nonpronominal,nom,1318341.0
3153,3277,words_in_aja,1701,242914,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1339648-1343008.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1339648-1343008.wav,Это #самая# старинная! Это в каком году не написано,самая,a,V,dialectal,Y,pronominal,nom,1341328.0
3154,3278,words_in_aja,1701,242915,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1339648-1343008.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1339648-1343008.wav,Это самая #старинная# ! Это в каком году не написано,старинная,aja,VjV,nondialectal,N,nonpronominal,nom,1341328.0
3155,3279,words_in_aja,1701,242945,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1351009-1354572.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1351009-1354572.wav,"Нету, нету, это #плоссковская# , Таня Кокорина. ",плоссковская,aa,VV,dialectal,N,nonpronominal,nom,1352790.5
3156,3280,words_in_aja,1701,242982,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1368336-1372348.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1368336-1372348.wav,"Вот здесь Таня Кокорина, еще #молодая# была дак.",молодая,aja,VjV,nondialectal,Y,nonpronominal,nom,1370342.0
3157,3281,words_in_aja,1701,242986,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1372437-1374597.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1372437-1374597.wav, #Ейная# мать наверное дак.,Ейная,aja,VjV,nondialectal,N,pronominal,nom,1373517.0
3158,3282,words_in_aja,1701,243026,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1391399-1395186.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1391399-1395186.wav,"Вот, #старинная# фотография - то, давношняя.",старинная,aja,VjV,nondialectal,N,nonpronominal,nom,1393292.5
3159,3283,words_in_aja,1701,243055,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1403940-1411290.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1403940-1411290.wav,"Парнишка - то, вот этот, мама #евонная# , мама евонная, мама евонная, а это наши трое.",евонная,aja,VjV,nondialectal,N,pronominal,nom,1407615.0
3160,3284,words_in_aja,1701,243058,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1403940-1411290.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1403940-1411290.wav,"Парнишка - то, вот этот, мама евонная, мама #евонная# , мама евонная, а это наши трое.",евонная,aja,VjV,nondialectal,N,pronominal,nom,1407615.0
3161,3285,words_in_aja,1701,243061,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1403940-1411290.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1403940-1411290.wav,"Парнишка - то, вот этот, мама евонная, мама евонная, мама #евонная# , а это наши трое.",евонная,aja,VjV,nondialectal,N,pronominal,nom,1407615.0
3162,3286,words_in_aja,1701,243166,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1465972-1470180.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1465972-1470180.wav,А это сестра #евонная# .,евонная,aja,VjV,nondialectal,N,pronominal,nom,1468076.0
3163,3287,words_in_aja,1701,243436,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1600792-1605868.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1600792-1605868.wav,"Вот тоже #старая# фотография, это на сенокосе.",старая,aja,VjV,nondialectal,N,nonpronominal,nom,1603330.0
3164,3288,words_in_aja,1701,243870,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1787906-1796125.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1787906-1796125.wav,"Ну она, заезжаешь сразу в деревню дак, налево ферма, #такая# покрашенная белым, и есть. ",такая,aa,VV,dialectal,Y,pronominal,nom,1792015.5
3165,3289,words_in_aja,1701,243871,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1787906-1796125.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1787906-1796125.wav,"Ну она, заезжаешь сразу в деревню дак, налево ферма, такая #покрашенная# белым, и есть. ",покрашенная,aja,VjV,nondialectal,N,nonpronominal,nom,1792015.5
3166,3290,words_in_aja,1701,243931,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1826593-1831838.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-1826593-1831838.wav,"Так вот через мост, #какая# еще погода будет, зимой - летом.",какая,aa,VV,dialectal,Y,pronominal,nom,1829215.5
3167,3291,words_in_aja,1701,244967,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-2426821-2432711.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-2426821-2432711.wav," #Вторая# группа у него была, сначала первая, а потом на второй группе все.",Вторая,aja,VjV,nondialectal,Y,nonpronominal,nom,2429766.0
3168,3292,words_in_aja,1701,244974,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-2426821-2432711.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-2426821-2432711.wav,"Вторая группа у него была, сначала #первая# , а потом на второй группе все.",первая,aja,VjV,nondialectal,N,nonpronominal,nom,2429766.0
3169,3293,words_in_aja,1701,245102,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-2504839-2511851.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-2504839-2511851.wav,"Второй раз женился, дак #первая# , мать - то моя померла, дак он, он там в той деревне, вон в том дому. ",первая,aja,VjV,nondialectal,N,nonpronominal,nom,2508345.0
3170,3294,words_in_aja,1701,245124,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-2516186-2517864.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-2516186-2517864.wav, #Вторая# тоже померла позже.,Вторая,aja,VjV,nondialectal,Y,nonpronominal,nom,2517025.0
3171,3295,words_in_aja,1701,245220,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-2579279-2581327.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-2579279-2581327.wav,"Ой, #долгая# работа эта!",долгая,aja,VjV,nondialectal,N,nonpronominal,nom,2580303.0
3172,3296,words_in_aja,1701,246093,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-3012046-3014598.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-3012046-3014598.wav,Ты #молодая# еще была!,молодая,aja,VjV,nondialectal,Y,nonpronominal,nom,3013322.0
3173,3298,words_in_aja,1701,246341,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-3147117-3149164.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-3147117-3149164.wav,Так раньше #какая# больница?!,какая,aa,VV,dialectal,Y,pronominal,nom,3148140.5
3174,3299,words_in_aja,1701,246754,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-3339402-3341040.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-3339402-3341040.wav,А #вторая# сейчас жива. ,вторая,aja,VjV,nondialectal,Y,nonpronominal,nom,3340221.0
3175,3300,words_in_aja,1701,246780,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-3346449-3349261.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-3346449-3349261.wav,Люб = Люба #такая# полная ходит.,такая,aa,VV,dialectal,Y,pronominal,nom,3347855.0
3176,3301,words_in_aja,1701,246781,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-3346449-3349261.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-3346449-3349261.wav,Люб = Люба такая #полная# ходит.,полная,aja,VjV,nondialectal,N,nonpronominal,nom,3347855.0
3177,3302,words_in_aja,1701,246885,ппп1947,ппп,1947.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-3391896-3398633.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-3391896-3398633.wav,"А раньше ведь #коммунистическая# партия была дак, а они в партии дак.",коммунистическая,aja,VjV,nondialectal,N,nonpronominal,nom,3395264.5
