,N,Query,Annotation_date,Number,Individual_code,Individual,Birth_year,File_name,Original_link,Hyperlink,Context,Item,Realization_raw,Realization_type,Binary_response,Stressed,Gram_type,Case,pos
1066,1122,words_in_aja,1606,126837,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-2039654-2047331.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-2039654-2047331.wav,"А была у моей... невестка у меня есть, сестра ейная, #маленькая# была, она до чего смешная...",маленькая,a,V,dialectal,N,nonpronominal,nom,2043492.5
1067,1123,words_in_aja,1606,126843,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-2039654-2047331.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-2039654-2047331.wav,"А была у моей... невестка у меня есть, сестра ейная, маленькая была, она до чего #смешная# ...",смешная,aja,VjV,nondialectal,Y,nonpronominal,nom,2043492.5
1068,1124,words_in_aja,1606,127284,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-2232202-2243354.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-2232202-2243354.wav,"Шли мы тогда пешком, дорога #длинная# , дорога идёт туда, а тут дорожка пеш = низом по Устье, и ближе идти по этой дорожке.",длинная,aja,VjV,nondialectal,N,nonpronominal,nom,2237778.0
1069,1125,words_in_aja,1606,127316,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-2246270-2248480.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-2246270-2248480.wav,До чего черёмуха #сладкая# !,сладкая,aja,VjV,nondialectal,N,nonpronominal,nom,2247375.0
1070,1126,words_in_aja,1606,127644,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-2390118-2395277.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-2390118-2395277.wav,"В < Жоховской > - то овёс не дорос, на Угорской #недовеянная# рожь.",недовеянная,aja,VjV,nondialectal,N,nonpronominal,nom,2392697.5
1071,1127,words_in_aja,1606,127662,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-2395919-2400936.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-2395919-2400936.wav,"Ох, ля - люля - люля - люля - лю, да на Угорской #недовеянная# рожь.",недовеянная,aja,VjV,nondialectal,N,nonpronominal,nom,2398427.5
1072,1128,words_in_aja,1606,128975,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3055098-3056681.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3055098-3056681.wav,Я #молоденькая# ?,молоденькая,aja,VjV,nondialectal,N,nonpronominal,nom,3055889.5
1073,1129,words_in_aja,1606,129275,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3185522-3188348.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3185522-3188348.wav,Это вот отцу да матери беда знаешь #какая# была!,какая,aja,VjV,nondialectal,Y,pronominal,nom,3186935.0
1074,1130,words_in_aja,1606,129666,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3324577-3328054.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3324577-3328054.wav,"Вот на = на жену - то не ругался, она #спокойная# .",спокойная,a,V,dialectal,N,nonpronominal,nom,3326315.5
1075,1131,words_in_aja,1606,130079,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3497229-3500563.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3497229-3500563.wav,#Сельская# школа тут была дак.,Сельская,a,V,dialectal,N,nonpronominal,nom,3498896.0
1076,1132,words_in_aja,1606,130102,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3520763-3522549.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3520763-3522549.wav,#Крещёная# я или некрещёная.,Крещёная,a,V,dialectal,N,nonpronominal,nom,3521656.0
1077,1133,words_in_aja,1606,130105,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3520763-3522549.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3520763-3522549.wav,Крещёная я или #некрещёная# .,некрещёная,a,V,dialectal,N,nonpronominal,nom,3521656.0
1078,1134,words_in_aja,1606,130110,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3522549-3527038.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3522549-3527038.wav,Дак наверное бы #крещёная# поди поумнее бы была маленько.,крещёная,aja,VjV,nondialectal,N,nonpronominal,nom,3524793.5
1079,1135,words_in_aja,1606,130164,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3551761-3553695.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3551761-3553695.wav,"Дак #весёлая# , весёлая.",весёлая,a,V,dialectal,N,nonpronominal,nom,3552728.0
1080,1136,words_in_aja,1606,130166,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3551761-3553695.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3551761-3553695.wav,"Дак весёлая, #весёлая# .",весёлая,a,V,dialectal,N,nonpronominal,nom,3552728.0
1081,1137,words_in_aja,1606,130759,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3893885-3899038.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3893885-3899038.wav,Как вот эт =... одна женщина вот - она сейчас ещё #живая# . Старая.,живая,aja,VjV,nondialectal,Y,nonpronominal,nom,3896461.5
1082,1138,words_in_aja,1606,130761,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3893885-3899038.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3893885-3899038.wav,Как вот эт =... одна женщина вот - она сейчас ещё живая. #Старая# .,Старая,aja,VjV,nondialectal,N,nonpronominal,nom,3896461.5
1083,1139,words_in_aja,1606,130764,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3899038-3900434.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3899038-3900434.wav,Она #беременная# была.,беременная,a,V,dialectal,N,nonpronominal,nom,3899736.0
1084,1140,words_in_aja,1606,130790,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3908845-3917120.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3908845-3917120.wav,"А #другая# - то ёлка, она не толст = э =, если с = выстоит, дак выстоит, а как не выстоит дак сломится.",другая,aja,VjV,nondialectal,Y,pronominal,nom,3912982.5
1085,1141,words_in_aja,1606,130822,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3917120-3920556.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-3917120-3920556.wav,"Она эта - то, #вторая# - то, не выстояла, полетела.",вторая,aja,VjV,nondialectal,Y,nonpronominal,nom,3918838.0
1086,1143,words_in_aja,1606,132182,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-4547463-4560789.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-4547463-4560789.wav,"Э = раньше ведь молодица идёт домой, хоть и когда поворчит #молодая# - то на свекровку, но не поднимает высоко голосу, голосу на неё, потому что она хозяйка.",молодая,aja,VjV,nondialectal,Y,nonpronominal,nom,4554126.0
1087,1144,words_in_aja,1606,132370,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-4659883-4662521.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-4659883-4662521.wav,"Церква - то была #красивая# , уж что дак...",красивая,a,V,dialectal,N,nonpronominal,nom,4661202.0
1088,1145,words_in_aja,1606,132720,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-4868358-4871185.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-4868358-4871185.wav,Обе ноги кривоноги - #левая# и правая.,левая,aja,VjV,nondialectal,N,nonpronominal,nom,4869771.5
1089,1146,words_in_aja,1606,132722,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-4868358-4871185.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-4868358-4871185.wav,Обе ноги кривоноги - левая и #правая# .,правая,aja,VjV,nondialectal,N,nonpronominal,nom,4869771.5
1090,1147,words_in_aja,1606,132728,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-4875754-4878427.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-4875754-4878427.wav,Обе ноги кривоноги - #левая# и правая.,левая,aja,VjV,nondialectal,N,nonpronominal,nom,4877090.5
1091,1148,words_in_aja,1606,132730,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-4875754-4878427.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-4875754-4878427.wav,Обе ноги кривоноги - левая и #правая# .,правая,aja,VjV,nondialectal,N,nonpronominal,nom,4877090.5
1092,1149,words_in_aja,1606,133111,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-5217004-5220843.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-5217004-5220843.wav,"Устьянский район, Арх =, да, #Архангельская# область, Устьянский.",Архангельская,aja,VjV,nondialectal,N,nonpronominal,nom,5218923.5
1093,1150,words_in_aja,1606,133116,епл1926,епл,1926.0,20130704e-epl,http://192.168.0.50/Pushkino/OUT/20130704e-epl-5224943-5226314.wav,http://192.168.0.50/Pushkino/OUT/20130704e-epl-5224943-5226314.wav,#Школьная# .,Школьная,aja,VjV,nondialectal,N,nonpronominal,nom,5225628.5
1094,1151,words_in_aja,1606,133220,пфп1928,пфп,1928.0,I20130625c1,http://192.168.0.50/Pushkino/OUT/I20130625c1-25950-35572.wav,http://192.168.0.50/Pushkino/OUT/I20130625c1-25950-35572.wav,"Да какой тут куда ходили, никуда, только поесть бы надо где. Придешь да милостыньки Христа ради, вот #какая# была жизнь то.",какая,aja,VjV,nondialectal,Y,pronominal,nom,30761.0
1095,1152,words_in_aja,1606,134015,пфп1928,пфп,1928.0,I20130625c1,http://192.168.0.50/Pushkino/OUT/I20130625c1-350502-355812.wav,http://192.168.0.50/Pushkino/OUT/I20130625c1-350502-355812.wav,"Я уж заговорила не ладно ну, ну что простите, пожалуйста, видишь #какая# бабка - то стала.",какая,aja,VjV,nondialectal,Y,pronominal,nom,353157.0
1096,1153,words_in_aja,1606,134132,пфп1928,пфп,1928.0,I20130625c1,http://192.168.0.50/Pushkino/OUT/I20130625c1-392457-399572.wav,http://192.168.0.50/Pushkino/OUT/I20130625c1-392457-399572.wav,"До войны как я там жила, я ведь тут не была, а я в деревне ведь в Бесту = я из Бестужево сама - то, #родимая# .",родимая,aja,VjV,nondialectal,N,nonpronominal,nom,396014.5
1097,1154,words_in_aja,1606,134195,пфп1928,пфп,1928.0,I20130625c1,http://192.168.0.50/Pushkino/OUT/I20130625c1-425566-432621.wav,http://192.168.0.50/Pushkino/OUT/I20130625c1-425566-432621.wav,"Я уж #экая# , я ведь всю войну, всю войну голодная была ходила.",экая,aja,VjV,nondialectal,N,pronominal,nom,429093.5
1098,1155,words_in_aja,1606,134204,пфп1928,пфп,1928.0,I20130625c1,http://192.168.0.50/Pushkino/OUT/I20130625c1-425566-432621.wav,http://192.168.0.50/Pushkino/OUT/I20130625c1-425566-432621.wav,"Я уж экая, я ведь всю войну, всю войну #голодная# была ходила.",голодная,aja,VjV,nondialectal,N,nonpronominal,nom,429093.5
1099,1156,words_in_aja,1606,134278,пфп1928,пфп,1928.0,I20130625c1,http://192.168.0.50/Pushkino/OUT/I20130625c1-465159-471594.wav,http://192.168.0.50/Pushkino/OUT/I20130625c1-465159-471594.wav,"А слушай, а #оборонная# - то ну как там их работать заставляли.",оборонная,a,V,dialectal,N,nonpronominal,nom,468376.5
1100,1157,words_in_aja,1606,134553,пфп1928,пфп,1928.0,I20130625c1,http://192.168.0.50/Pushkino/OUT/I20130625c1-586530-596336.wav,http://192.168.0.50/Pushkino/OUT/I20130625c1-586530-596336.wav,"#Исаевская# наша, <? >, вот <? > с меня, первая я исаевская, вот это всё идёт асаевская = исаевская деревня",Исаевская,aa,VV,dialectal,N,nonpronominal,nom,591433.0
1101,1158,words_in_aja,1606,134567,пфп1928,пфп,1928.0,I20130625c1,http://192.168.0.50/Pushkino/OUT/I20130625c1-586530-596336.wav,http://192.168.0.50/Pushkino/OUT/I20130625c1-586530-596336.wav,"Исаевская наша, <? >, вот <? > с меня, #первая# я исаевская, вот это всё идёт асаевская = исаевская деревня",первая,aja,VjV,nondialectal,N,nonpronominal,nom,591433.0
1102,1159,words_in_aja,1606,134569,пфп1928,пфп,1928.0,I20130625c1,http://192.168.0.50/Pushkino/OUT/I20130625c1-586530-596336.wav,http://192.168.0.50/Pushkino/OUT/I20130625c1-586530-596336.wav,"Исаевская наша, <? >, вот <? > с меня, первая я #исаевская# , вот это всё идёт асаевская = исаевская деревня",исаевская,aja,VjV,nondialectal,N,nonpronominal,nom,591433.0
1103,1161,words_in_aja,1606,134577,пфп1928,пфп,1928.0,I20130625c1,http://192.168.0.50/Pushkino/OUT/I20130625c1-586530-596336.wav,http://192.168.0.50/Pushkino/OUT/I20130625c1-586530-596336.wav,"Исаевская наша, <? >, вот <? > с меня, первая я исаевская, вот это всё идёт асаевская = #исаевская# деревня",исаевская,aja,VjV,nondialectal,N,nonpronominal,nom,591433.0
1104,1162,words_in_aja,1606,134583,пфп1928,пфп,1928.0,I20130625c1,http://192.168.0.50/Pushkino/OUT/I20130625c1-596367-602493.wav,http://192.168.0.50/Pushkino/OUT/I20130625c1-596367-602493.wav,"А то совсем опять #другая# деревня - Михалёвская. Во, то туда пойдёт.",другая,aa,VV,dialectal,Y,pronominal,nom,599430.0
1105,1163,words_in_aja,1606,134586,пфп1928,пфп,1928.0,I20130625c1,http://192.168.0.50/Pushkino/OUT/I20130625c1-596367-602493.wav,http://192.168.0.50/Pushkino/OUT/I20130625c1-596367-602493.wav,"А то совсем опять другая деревня - #Михалёвская# . Во, то туда пойдёт.",Михалёвская,aja,VjV,nondialectal,N,nonpronominal,nom,599430.0
1106,1164,words_in_aja,1606,134725,пфп1928,пфп,1928.0,I20130625c1,http://192.168.0.50/Pushkino/OUT/I20130625c1-647845-654033.wav,http://192.168.0.50/Pushkino/OUT/I20130625c1-647845-654033.wav,"Я - то #давношная# ведь уж. Это пятьдесят втором году пришла дак, я - то тут уж давно живу, дак я всё знаю.",давношная,aa,VV,dialectal,N,nonpronominal,nom,650939.0
1107,1165,words_in_aja,1606,135273,пфп1928,пфп,1928.0,I20130625c1,http://192.168.0.50/Pushkino/OUT/I20130625c1-865054-867715.wav,http://192.168.0.50/Pushkino/OUT/I20130625c1-865054-867715.wav,Ты знаешь вот #такая# большущая сеялка.,такая,aja,VjV,nondialectal,Y,pronominal,nom,866384.5
1108,1166,words_in_aja,1606,135274,пфп1928,пфп,1928.0,I20130625c1,http://192.168.0.50/Pushkino/OUT/I20130625c1-865054-867715.wav,http://192.168.0.50/Pushkino/OUT/I20130625c1-865054-867715.wav,Ты знаешь вот такая #большущая# сеялка.,большущая,a,V,dialectal,N,nonpronominal,nom,866384.5
